Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad,Reporte,Equipo,Fecha,Error,Tiempo
andino,macho,779.06,24,18,negro,sano,33,Ser. No.: 6543BF2-X - Date: 2024-02-22 16:46:29.028 - Status: OK,1,2024-02-22T21:46:29Z,FALSE,0.13638333479563394
híbrido,hembra,1049.36,NA,17,blanco,obeso,62,Ser. No.: 6543BF2-X - Date: 2024-02-22 16:51:30.15 - Status: OK,1,2024-02-22T21:51:30Z,FALSE,5.01869999965032
andino,hembra,772.63,23,16,marrón,gordo,56,Ser. No.: 6543BF2-X - Date: 2024-02-22 17:03:44.839 - Status: OK,1,2024-02-22T22:03:44Z,FALSE,12.244816664854683
peruano,hembra,617.31,28,19,negro,sano,30,Ser. No.: 6543BF2-X - Date: 2024-02-23 08:02:19.525 - Status: OK,1,2024-02-23T13:02:19Z,FALSE,NA
peruano,macho,929.85,24,NA,blanco,NA,26,Ser. No.: 6543BF2-X - Date: 2024-02-23 08:03:22.323 - Status: OK,1,2024-02-23T13:03:22Z,FALSE,1.0466333309809366
híbrido,macho,1358.53,NA,19,tricolor,obeso,50,Ser. No.: 6543BF2-X - Date: 2024-02-23 08:03:23.681 - Status: OK,1,2024-02-23T13:03:23Z,FALSE,0.02263333400090535
peruano,hembra,845.05,25,NA,blanco,NA,44,Ser. No.: 6543BF2-X - Date: 2024-02-23 08:06:25.026 - Status: OK,1,2024-02-23T13:06:25Z,FALSE,3.022416667143504
andino,macho,666.21,27,NA,blanco,NA,54,Ser. No.: 6543BF2-X - Date: 2024-02-23 08:07:05.962 - Status: OK,1,2024-02-23T13:07:05Z,FALSE,0.6822666645050048
andino,macho,873.73,21,NA,marrón,NA,25,Ser. No.: 6543BF2-X - Date: 2024-02-23 08:10:54.865 - Status: OK,1,2024-02-23T13:10:54Z,FALSE,3.8150500019391376
abisinio,macho,561.51,22,17,marrón oscuro,sano,36,Ser. No.: 6543BF2-X - Date: 2024-02-23 08:13:26.506 - Status: OK,1,2024-02-23T13:13:26Z,FALSE,2.5273500005404155
peruano,macho,729.5,25,19,blanco,sano,37,Ser. No.: 6543BF2-X - Date: 2024-02-23 08:13:41.213 - Status: OK,1,2024-02-23T13:13:41Z,FALSE,0.24511666695276896
peruano,macho,895.62,NA,20,marrón,sano,31,Ser. No.: 6543BF2-X - Date: 2024-02-23 08:16:42.202 - Status: OK,1,2024-02-23T13:16:42Z,FALSE,3.016483330726623
abisinio,macho,576.58,NA,17,marrón oscuro,sano,54,Ser. No.: 6543BF2-X - Date: 2024-02-23 08:21:39.444 - Status: OK,1,2024-02-23T13:21:39Z,FALSE,4.954033335049947
peruano,macho,877.67,26,20,marrón,sano,57,Ser. No.: 6543BF2-X - Date: 2024-02-23 08:31:06.109 - Status: OK,1,2024-02-23T13:31:06Z,FALSE,9.444416666030884
americano,macho,1067.67,30,NA,negro,NA,41,Ser. No.: 6543BF2-X - Date: 2024-02-23 08:36:14.634 - Status: OK,1,2024-02-23T13:36:14Z,FALSE,5.14208333492279
peruano,macho,855.57,31,20,marrón,sano,26,Ser. No.: 6543BF2-X - Date: 2024-02-23 08:41:24.954 - Status: OK,1,2024-02-23T13:41:24Z,FALSE,5.17199999888738
peruano,macho,794.1,NA,19,blanco,sano,18,Ser. No.: 6543BF2-X - Date: 2024-02-23 08:52:41.963 - Status: OK,1,2024-02-23T13:52:41Z,FALSE,11.283483334382376
abisinio,macho,628.29,25,NA,pintado,NA,13,Ser. No.: 6543BF2-X - Date: 2024-02-23 08:54:04.756 - Status: OK,1,2024-02-23T13:54:04Z,FALSE,1.379883333047231
peruano,macho,936.68,22,19,blanco,sano,39,Ser. No.: 6543BF2-X - Date: 2024-02-23 08:54:17.626 - Status: OK,1,2024-02-23T13:54:17Z,FALSE,0.21449999809265136
peruano,macho,807.45,28,18,marrón,sano,59,Ser. No.: 6543BF2-X - Date: 2024-02-23 08:58:05.053 - Status: OK,1,2024-02-23T13:58:05Z,FALSE,3.7904500007629394
peruano,hembra,708.77,NA,20,blanco,sano,33,Ser. No.: 6543BF2-X - Date: 2024-02-23 08:58:43.273 - Status: OK,1,2024-02-23T13:58:43Z,FALSE,0.6370000004768371
andino,hembra,637.49,24,15,negro,gordo,26,Ser. No.: 6543BF2-X - Date: 2024-02-23 09:00:38.666 - Status: OK,1,2024-02-23T14:00:38Z,FALSE,1.923216664791107
peruano,macho,726.6,NA,21,blanco,sano,32,Ser. No.: 6543BF2-X - Date: 2024-02-23 09:10:06.837 - Status: OK,1,2024-02-23T14:10:06Z,FALSE,9.469516666730245
peruano,macho,826.55,33,20,blanco,sano,53,Ser. No.: 6543BF2-X - Date: 2024-02-23 09:19:05.209 - Status: OK,1,2024-02-23T14:19:05Z,FALSE,8.97286667029063
híbrido,macho,NA,26,21,pintado,NA,20,Ser. No.: 6543BF2-X - Date: 2024-02-23 09:32:31 - Status: OK,1,2024-02-23T14:32:31Z,FALSE,13.42984999815623
andino,hembra,716.26,NA,NA,negro,NA,38,Ser. No.: 6543BF2-X - Date: 2024-02-23 09:32:38.851 - Status: OK,1,2024-02-23T14:32:38Z,FALSE,0.13085000117619833
peruano,macho,1091.25,29,NA,blanco,NA,22,Ser. No.: 6543BF2-X - Date: 2024-02-23 09:34:39.091 - Status: OK,1,2024-02-23T14:34:39Z,FALSE,2.0040000001589457
abisinio,macho,550.27,22,17,negro,sano,56,Ser. No.: 6543BF2-X - Date: 2024-02-23 09:39:15.352 - Status: OK,1,2024-02-23T14:39:15Z,FALSE,4.604349998633067
peruano,hembra,997.43,NA,19,pintado,gordo,10,Ser. No.: 6543BF2-X - Date: 2024-02-23 09:45:55.083 - Status: OK,1,2024-02-23T14:45:55Z,FALSE,6.662183332443237
peruano,macho,706.66,29,19,blanco,sano,63,Ser. No.: 6543BF2-X - Date: 2024-02-23 09:59:15.875 - Status: OK,1,2024-02-23T14:59:15Z,FALSE,13.346533334255218
híbrido,hembra,594.78,NA,18,marrón,sano,31,Ser. No.: 6543BF2-X - Date: 2024-02-23 10:05:23.013 - Status: OK,1,2024-02-23T15:05:23Z,FALSE,6.118966666857402
peruano,macho,977.38,27,NA,blanco,NA,26,Ser. No.: 6543BF2-X - Date: 2024-02-23 10:09:55.652 - Status: OK,1,2024-02-23T15:09:55Z,FALSE,4.54398333231608
andino,macho,855.65,NA,18,blanco,gordo,41,Ser. No.: 6543BF2-X - Date: 2024-02-23 10:24:15.25 - Status: OK,1,2024-02-23T15:24:15Z,FALSE,14.326633334159853
peruano,macho,654.34,28,NA,blanco,NA,28,Ser. No.: 6543BF2-X - Date: 2024-02-23 10:33:21.254 - Status: OK,1,2024-02-23T15:33:21Z,FALSE,9.10006666580836
peruano,hembra,791.91,24,NA,negro,NA,62,Ser. No.: 6543BF2-X - Date: 2024-02-23 10:36:36.084 - Status: OK,1,2024-02-23T15:36:36Z,FALSE,3.247166669368744
andino,macho,821.28,NA,19,negro,sano,21,Ser. No.: 6543BF2-X - Date: 2024-02-23 10:38:31.633 - Status: OK,1,2024-02-23T15:38:31Z,FALSE,1.9258166631062823
peruano,macho,876.05,28,20,negro,sano,16,Ser. No.: 6543BF2-X - Date: 2024-02-23 10:55:14.395 - Status: OK,1,2024-02-23T15:55:14Z,FALSE,16.712700001398723
andino,macho,767.75,26,NA,rojizo,NA,14,Ser. No.: 6543BF2-X - Date: 2024-02-23 10:58:55.684 - Status: OK,1,2024-02-23T15:58:55Z,FALSE,3.6881500005722048
peruano,hembra,NA,25,18,marrón,NA,47,Ser. No.: 6543BF2-X - Date: 2024-02-23 11:07:03.23 - Status: OK,1,2024-02-23T16:07:03Z,FALSE,8.125766666730245
peruano,macho,NA,NA,20,marrón,NA,17,Ser. No.: 6543BF2-X - Date: 2024-02-23 11:31:07.026 - Status: OK,1,2024-02-23T16:31:07Z,FALSE,24.063266666730247
peruano,hembra,662.63,24,18,pintado,sano,54,Ser. No.: 6543BF2-X - Date: 2024-02-23 11:32:23.54 - Status: OK,1,2024-02-23T16:32:23Z,FALSE,1.2752333323160807
abisinio,hembra,529.2,21,NA,gris,NA,58,Ser. No.: 6543BF2-X - Date: 2024-02-23 11:36:15.375 - Status: OK,1,2024-02-23T16:36:15Z,FALSE,3.8639166673024494
andino,hembra,650.57,25,18,marrón,sano,47,Ser. No.: 6543BF2-X - Date: 2024-02-23 11:42:55.286 - Status: OK,1,2024-02-23T16:42:55Z,FALSE,6.6651833335558575
peruano,hembra,566.19,26,16,blanco,sano,21,Ser. No.: 6543BF2-X - Date: 2024-02-23 11:46:06.651 - Status: OK,1,2024-02-23T16:46:06Z,FALSE,3.1894166668256125
peruano,hembra,692.05,26,18,marrón,sano,11,Ser. No.: 6543BF2-X - Date: 2024-02-23 11:47:25.535 - Status: OK,1,2024-02-23T16:47:25Z,FALSE,1.314733334382375
andino,macho,848.89,NA,19,rojizo,sano,37,Ser. No.: 6543BF2-X - Date: 2024-02-23 11:51:33.863 - Status: OK,1,2024-02-23T16:51:33Z,FALSE,4.138799997170766
peruano,hembra,740.82,29,NA,blanco,NA,58,Ser. No.: 6543BF2-X - Date: 2024-02-23 12:02:37.861 - Status: OK,1,2024-02-23T17:02:37Z,FALSE,11.066633335749309
peruano,hembra,511.77,NA,19,pintado,flaco,55,Ser. No.: 6543BF2-X - Date: 2024-02-23 13:01:11.693 - Status: OK,1,2024-02-23T18:01:11Z,FALSE,NA
abisinio,macho,NA,22,NA,gris,NA,36,Ser. No.: 6543BF2-X - Date: 2024-02-23 13:01:20.995 - Status: OK,1,2024-02-23T18:01:20Z,FALSE,0.1550333301226298
andino,macho,754.69,NA,NA,blanco,NA,42,Ser. No.: 6543BF2-X - Date: 2024-02-23 13:02:20.743 - Status: OK,1,2024-02-23T18:02:20Z,FALSE,0.9958000024159748
andino,macho,NA,29,18,blanco,NA,49,Ser. No.: 6543BF2-X - Date: 2024-02-23 13:03:48.317 - Status: OK,1,2024-02-23T18:03:48Z,FALSE,1.4595666646957397
peruano,hembra,NA,24,19,blanco,NA,27,Ser. No.: 6543BF2-X - Date: 2024-02-23 13:10:19.867 - Status: OK,1,2024-02-23T18:10:19Z,FALSE,6.525833336512248
híbrido,macho,934.75,34,19,tricolor,sano,24,Ser. No.: 6543BF2-X - Date: 2024-02-23 13:25:01.184 - Status: OK,1,2024-02-23T18:25:01Z,FALSE,14.688616665204366
andino,macho,630.94,26,18,blanco,sano,22,Ser. No.: 6543BF2-X - Date: 2024-02-23 13:34:35.203 - Status: OK,1,2024-02-23T18:34:35Z,FALSE,9.56698333422343
híbrido,hembra,751.56,24,19,tricolor,sano,65,Ser. No.: 6543BF2-X - Date: 2024-02-23 13:34:49.187 - Status: OK,1,2024-02-23T18:34:49Z,FALSE,0.2330666661262512
peruano,hembra,667.08,30,NA,blanco,NA,34,Ser. No.: 6543BF2-X - Date: 2024-02-23 13:48:30.131 - Status: OK,1,2024-02-23T18:48:30Z,FALSE,13.682400000095368
andino,macho,771.3,25,17,blanco,gordo,60,Ser. No.: 6543BF2-X - Date: 2024-02-23 13:50:45.376 - Status: OK,1,2024-02-23T18:50:45Z,FALSE,2.2540833314259845
abisinio,macho,606.02,24,17,gris,sano,59,Ser. No.: 6543BF2-X - Date: 2024-02-23 13:59:10.632 - Status: OK,1,2024-02-23T18:59:10Z,FALSE,8.420933334032695
peruano,hembra,637.04,NA,17,marrón,sano,35,Ser. No.: 6543BF2-X - Date: 2024-02-23 14:00:47.188 - Status: OK,1,2024-02-23T19:00:47Z,FALSE,1.6092666665712991
peruano,hembra,NA,25,NA,blanco,NA,17,Ser. No.: 6543BF2-X - Date: 2024-02-23 14:03:59.744 - Status: OK,1,2024-02-23T19:03:59Z,FALSE,3.209266666571299
andino,macho,NA,21,17,negro,NA,30,Ser. No.: 6543BF2-X - Date: 2024-02-23 14:09:49.997 - Status: OK,1,2024-02-23T19:09:49Z,FALSE,5.8375500003496805
peruano,macho,691.46,25,19,blanco,sano,63,Ser. No.: 6543BF2-X - Date: 2024-02-23 14:28:44.621 - Status: OK,1,2024-02-23T19:28:44Z,FALSE,18.910400001207982
peruano,macho,701.1,28,20,pintado,sano,34,Ser. No.: 6543BF2-X - Date: 2024-02-23 14:36:15.006 - Status: OK,1,2024-02-23T19:36:15Z,FALSE,7.506416666507721
andino,macho,935,21,18,marrón,gordo,64,Ser. No.: 6543BF2-X - Date: 2024-02-23 14:38:05.434 - Status: OK,1,2024-02-23T19:38:05Z,FALSE,1.8404666662216187
americano,macho,976.04,31,18,negro,gordo,50,Ser. No.: 6543BF2-X - Date: 2024-02-23 15:17:39.336 - Status: OK,1,2024-02-23T20:17:39Z,FALSE,39.565033332506815
andino,macho,835.13,NA,19,blanco,sano,25,Ser. No.: 6543BF2-X - Date: 2024-02-23 15:17:39.998 - Status: OK,1,2024-02-23T20:17:39Z,FALSE,0.01103333234786987
andino,hembra,715.18,23,16,negro,gordo,39,Ser. No.: 6543BF2-X - Date: 2024-02-23 15:18:43.308 - Status: OK,1,2024-02-23T20:18:43Z,FALSE,1.0551666696866353
peruano,hembra,730.95,22,16,negro,gordo,33,Ser. No.: 6543BF2-X - Date: 2024-02-23 15:20:39.356 - Status: OK,1,2024-02-23T20:20:39Z,FALSE,1.9341333309809368
peruano,macho,893.9,30,19,blanco,sano,39,Ser. No.: 6543BF2-X - Date: 2024-02-23 15:21:58.165 - Status: OK,1,2024-02-23T20:21:58Z,FALSE,1.3134833335876466
andino,macho,868.63,23,18,blanco,gordo,29,Ser. No.: 6543BF2-X - Date: 2024-02-23 15:25:08.827 - Status: OK,1,2024-02-23T20:25:08Z,FALSE,3.1776999990145365
andino,hembra,575.1,24,18,marrón,sano,16,Ser. No.: 6543BF2-X - Date: 2024-02-23 15:35:06.918 - Status: OK,1,2024-02-23T20:35:06Z,FALSE,9.968183334668478
peruano,macho,1027.16,NA,NA,marrón,NA,51,Ser. No.: 6543BF2-X - Date: 2024-02-23 15:40:08.068 - Status: OK,1,2024-02-23T20:40:08Z,FALSE,5.019166668256124
híbrido,hembra,557.38,26,17,tricolor,sano,30,Ser. No.: 6543BF2-X - Date: 2024-02-23 15:44:54.546 - Status: OK,1,2024-02-23T20:44:54Z,FALSE,4.774633332093557
andino,macho,751.71,NA,19,marrón,sano,37,Ser. No.: 6543BF2-X - Date: 2024-02-23 15:45:28.145 - Status: OK,1,2024-02-23T20:45:28Z,FALSE,0.5599833329518636
andino,macho,NA,23,NA,negro,NA,24,Ser. No.: 6543BF2-X - Date: 2024-02-23 15:46:19.284 - Status: OK,1,2024-02-23T20:46:19Z,FALSE,0.8523166656494141
andino,hembra,562.45,NA,16,blanco,sano,53,Ser. No.: 6543BF2-X - Date: 2024-02-23 15:47:08.932 - Status: OK,1,2024-02-23T20:47:08Z,FALSE,0.8274666666984558
peruano,hembra,NA,27,19,negro,NA,59,Ser. No.: 6543BF2-X - Date: 2024-02-23 15:52:40.435 - Status: OK,1,2024-02-23T20:52:40Z,FALSE,5.5250500003496805
híbrido,macho,NA,NA,14,tricolor,NA,58,Ser. No.: 6543BF2-X - Date: 2024-02-23 16:00:58.792 - Status: OK,1,2024-02-23T21:00:58Z,FALSE,8.30595000187556
peruano,macho,790.98,27,20,marrón,sano,31,Ser. No.: 6543BF2-X - Date: 2024-02-23 16:15:38.022 - Status: OK,1,2024-02-23T21:15:38Z,FALSE,14.653833333651225
andino,hembra,NA,25,NA,tricolor,NA,29,Ser. No.: 6543BF2-X - Date: 2024-02-23 16:27:01.729 - Status: OK,1,2024-02-23T21:27:01Z,FALSE,11.395116666952768
peruano,macho,781.09,NA,20,marrón,sano,59,Ser. No.: 6543BF2-X - Date: 2024-02-23 16:27:17.751 - Status: OK,1,2024-02-23T21:27:17Z,FALSE,0.26703333059946693
andino,macho,647.85,26,17,blanco,sano,35,Ser. No.: 6543BF2-X - Date: 2024-02-23 16:27:36.322 - Status: OK,1,2024-02-23T21:27:36Z,FALSE,0.30951666831970215
peruano,hembra,695.57,25,NA,blanco,NA,24,Ser. No.: 6543BF2-X - Date: 2024-02-23 16:31:41.422 - Status: OK,1,2024-02-23T21:31:41Z,FALSE,4.0849999984105425
peruano,macho,808.95,NA,17,marrón,gordo,31,Ser. No.: 6543BF2-X - Date: 2024-02-23 16:31:43.827 - Status: OK,1,2024-02-23T21:31:43Z,FALSE,0.04008333285649617
abisinio,macho,616.36,25,15,gris,gordo,40,Ser. No.: 6543BF2-X - Date: 2024-02-23 16:34:47.499 - Status: OK,1,2024-02-23T21:34:47Z,FALSE,3.0612000028292337
americano,macho,1024.89,31,NA,gris,NA,50,Ser. No.: 6543BF2-X - Date: 2024-02-23 16:38:40.757 - Status: OK,1,2024-02-23T21:38:40Z,FALSE,3.887633331616719
andino,macho,897.14,28,17,tricolor,gordo,60,Ser. No.: 6543BF2-X - Date: 2024-02-23 16:39:45.669 - Status: OK,1,2024-02-23T21:39:45Z,FALSE,1.0818666656812033
peruano,macho,634.65,NA,18,pintado,sano,62,Ser. No.: 6543BF2-X - Date: 2024-02-23 16:43:02.375 - Status: OK,1,2024-02-23T21:43:02Z,FALSE,3.2784333348274233
peruano,macho,911.11,NA,21,blanco,sano,14,Ser. No.: 6543BF2-X - Date: 2024-02-23 16:45:53.578 - Status: OK,1,2024-02-23T21:45:53Z,FALSE,2.8533833344777424
híbrido,macho,1435.3,31,NA,tricolor,NA,12,Ser. No.: 6543BF2-X - Date: 2024-02-23 16:49:26.337 - Status: OK,1,2024-02-23T21:49:26Z,FALSE,3.545983330408732
peruano,macho,936.74,NA,20,negro,sano,16,Ser. No.: 6543BF2-X - Date: 2024-02-23 16:56:47.514 - Status: OK,1,2024-02-23T21:56:47Z,FALSE,7.35295000076294
peruano,macho,758.31,26,19,blanco,sano,43,Ser. No.: 6543BF2-X - Date: 2024-02-23 17:03:26.653 - Status: OK,1,2024-02-23T22:03:26Z,FALSE,6.652316669623057
andino,hembra,708.58,23,15,marrón,gordo,48,Ser. No.: 6543BF2-X - Date: 2024-02-26 08:01:02.975 - Status: OK,1,2024-02-26T13:01:02Z,FALSE,NA
peruano,hembra,693.5,27,17,blanco,sano,27,Ser. No.: 6543BF2-X - Date: 2024-02-26 08:02:03.927 - Status: OK,1,2024-02-26T13:02:03Z,FALSE,1.0158666690190634
peruano,hembra,737.66,27,18,marrón,sano,44,Ser. No.: 6543BF2-X - Date: 2024-02-26 08:35:48.188 - Status: OK,1,2024-02-26T13:35:48Z,FALSE,33.7376833319664
peruano,hembra,665.19,NA,19,blanco,sano,28,Ser. No.: 6543BF2-X - Date: 2024-02-26 08:36:47.07 - Status: OK,1,2024-02-26T13:36:47Z,FALSE,0.9813666661580404
híbrido,macho,854.68,31,21,pintado,sano,33,Ser. No.: 6543BF2-X - Date: 2024-02-26 08:38:32.085 - Status: OK,1,2024-02-26T13:38:32Z,FALSE,1.7502500017484028
abisinio,macho,584.74,NA,16,pintado,sano,18,Ser. No.: 6543BF2-X - Date: 2024-02-26 08:54:59.236 - Status: OK,1,2024-02-26T13:54:59Z,FALSE,16.452516667048137
peruano,macho,672.58,28,NA,negro,NA,48,Ser. No.: 6543BF2-X - Date: 2024-02-26 09:06:26.463 - Status: OK,1,2024-02-26T14:06:26Z,FALSE,11.453783333301544
peruano,macho,818.47,NA,19,marrón,sano,11,Ser. No.: 6543BF2-X - Date: 2024-02-26 09:17:41.521 - Status: OK,1,2024-02-26T14:17:41Z,FALSE,11.250966664155325
andino,hembra,658.27,NA,16,blanco,gordo,43,Ser. No.: 6543BF2-X - Date: 2024-02-26 09:18:22.456 - Status: OK,1,2024-02-26T14:18:22Z,FALSE,0.6822500030199686
andino,macho,869.63,NA,19,negro,sano,54,Ser. No.: 6543BF2-X - Date: 2024-02-26 09:20:30.8 - Status: OK,1,2024-02-26T14:20:30Z,FALSE,2.1390666643778484
peruano,macho,808.78,30,20,marrón,sano,60,Ser. No.: 6543BF2-X - Date: 2024-02-26 09:22:30.806 - Status: OK,1,2024-02-26T14:22:30Z,FALSE,2.0001000006993612
andino,macho,NA,28,17,negro,NA,64,Ser. No.: 6543BF2-X - Date: 2024-02-26 09:23:17.878 - Status: OK,1,2024-02-26T14:23:17Z,FALSE,0.7845333337783813
peruano,macho,NA,30,NA,negro,NA,38,Ser. No.: 6543BF2-X - Date: 2024-02-26 09:34:50.143 - Status: OK,1,2024-02-26T14:34:50Z,FALSE,11.53774999777476
andino,hembra,776,24,NA,negro,NA,64,Ser. No.: 6543BF2-X - Date: 2024-02-26 09:36:28.278 - Status: OK,1,2024-02-26T14:36:28Z,FALSE,1.6355833371480306
andino,hembra,684.73,30,16,tricolor,gordo,NA,Ser. No.: 6543BF2-X - Date: 2024-02-26 09:36:50.743 - Status: ERR,1,2024-02-26T14:36:50Z,TRUE,0.3744166652361552
híbrido,macho,1322.45,23,26,pintado,sano,33,Ser. No.: 6543BF2-X - Date: 2024-02-26 09:56:53.446 - Status: OK,1,2024-02-26T14:56:53Z,FALSE,20.04505000114441
peruano,hembra,697.45,26,20,negro,sano,56,Ser. No.: 6543BF2-X - Date: 2024-02-26 10:00:31.358 - Status: OK,1,2024-02-26T15:00:31Z,FALSE,3.631866665681203
peruano,hembra,810.3,26,17,pintado,gordo,21,Ser. No.: 6543BF2-X - Date: 2024-02-26 10:04:03.03 - Status: OK,1,2024-02-26T15:04:03Z,FALSE,3.5278666655222577
peruano,macho,631.17,NA,19,marrón,sano,61,Ser. No.: 6543BF2-X - Date: 2024-02-26 10:16:08.933 - Status: OK,1,2024-02-26T15:16:08Z,FALSE,12.098383335272471
peruano,macho,813.96,28,22,negro,sano,55,Ser. No.: 6543BF2-X - Date: 2024-02-26 10:18:44.464 - Status: OK,1,2024-02-26T15:18:44Z,FALSE,2.592183331648509
peruano,macho,852.87,31,20,marrón,sano,19,Ser. No.: 6543BF2-X - Date: 2024-02-26 10:21:03.568 - Status: OK,1,2024-02-26T15:21:03Z,FALSE,2.318400001525879
peruano,macho,776.66,30,20,marrón,sano,22,Ser. No.: 6543BF2-X - Date: 2024-02-26 10:22:13.903 - Status: OK,1,2024-02-26T15:22:13Z,FALSE,1.1722500006357828
peruano,macho,NA,29,19,blanco,NA,52,Ser. No.: 6543BF2-X - Date: 2024-02-26 10:50:11.511 - Status: OK,1,2024-02-26T15:50:11Z,FALSE,27.96013333002726
andino,macho,987.48,26,17,tricolor,gordo,38,Ser. No.: 6543BF2-X - Date: 2024-02-26 10:50:35.394 - Status: OK,1,2024-02-26T15:50:35Z,FALSE,0.3980500022570292
peruano,hembra,732.89,24,18,pintado,sano,20,Ser. No.: 6543BF2-X - Date: 2024-02-26 10:50:39.319 - Status: OK,1,2024-02-26T15:50:39Z,FALSE,0.06541666587193808
peruano,macho,706.59,NA,NA,marrón,NA,32,Ser. No.: 6543BF2-X - Date: 2024-02-26 10:51:25.595 - Status: OK,1,2024-02-26T15:51:25Z,FALSE,0.7712666670481364
peruano,hembra,782.38,26,20,negro,sano,20,Ser. No.: 6543BF2-X - Date: 2024-02-26 10:52:43.692 - Status: OK,1,2024-02-26T15:52:43Z,FALSE,1.301616664727529
híbrido,hembra,664.77,NA,NA,tricolor,NA,59,Ser. No.: 6543BF2-X - Date: 2024-02-26 11:04:44.151 - Status: OK,1,2024-02-26T16:04:44Z,FALSE,12.00765000184377
andino,hembra,576.32,22,16,marrón,sano,53,Ser. No.: 6543BF2-X - Date: 2024-02-26 11:06:41.03 - Status: OK,1,2024-02-26T16:06:41Z,FALSE,1.9479833324750264
peruano,macho,779.05,26,20,blanco,sano,36,Ser. No.: 6543BF2-X - Date: 2024-02-26 11:12:10.563 - Status: OK,1,2024-02-26T16:12:10Z,FALSE,5.49221666653951
peruano,macho,736.87,30,20,negro,sano,38,Ser. No.: 6543BF2-X - Date: 2024-02-26 11:15:16.851 - Status: OK,1,2024-02-26T16:15:16Z,FALSE,3.104800001780192
abisinio,macho,669.33,26,18,marrón oscuro,sano,11,Ser. No.: 6543BF2-X - Date: 2024-02-26 11:23:08.053 - Status: OK,1,2024-02-26T16:23:08Z,FALSE,7.85336666504542
peruano,hembra,482.45,26,17,pintado,sano,45,Ser. No.: 6543BF2-X - Date: 2024-02-26 11:23:10.414 - Status: OK,1,2024-02-26T16:23:10Z,FALSE,0.0393500010172526
híbrido,macho,840.95,31,21,tricolor,sano,23,Ser. No.: 6543BF2-X - Date: 2024-02-26 11:26:27.504 - Status: OK,1,2024-02-26T16:26:27Z,FALSE,3.284833331902822
peruano,macho,808.74,27,NA,blanco,NA,10,Ser. No.: 6543BF2-X - Date: 2024-02-26 11:26:53.619 - Status: OK,1,2024-02-26T16:26:53Z,FALSE,0.4352500001589457
peruano,hembra,NA,25,NA,blanco,NA,34,Ser. No.: 6543BF2-X - Date: 2024-02-26 11:40:03.169 - Status: OK,1,2024-02-26T16:40:03Z,FALSE,13.159166665871938
peruano,macho,813.26,22,21,pintado,sano,59,Ser. No.: 6543BF2-X - Date: 2024-02-26 11:52:30.083 - Status: OK,1,2024-02-26T16:52:30Z,FALSE,12.448566667238872
andino,hembra,NA,NA,15,rojizo,NA,45,Ser. No.: 6543BF2-X - Date: 2024-02-26 11:53:21.24 - Status: OK,1,2024-02-26T16:53:21Z,FALSE,0.8526166677474976
híbrido,macho,1022.13,NA,21,tricolor,sano,37,Ser. No.: 6543BF2-X - Date: 2024-02-26 12:02:56.815 - Status: OK,1,2024-02-26T17:02:56Z,FALSE,9.592916667461395
peruano,hembra,720.42,NA,18,marrón,sano,34,Ser. No.: 6543BF2-X - Date: 2024-02-26 13:00:56.291 - Status: OK,1,2024-02-26T18:00:56Z,FALSE,NA
peruano,hembra,611.9,24,17,marrón,sano,13,Ser. No.: 6543BF2-X - Date: 2024-02-26 13:03:52.293 - Status: OK,1,2024-02-26T18:03:52Z,FALSE,2.933366668224335
peruano,macho,870.96,NA,21,marrón,sano,26,Ser. No.: 6543BF2-X - Date: 2024-02-26 13:09:35.981 - Status: OK,1,2024-02-26T18:09:35Z,FALSE,5.72813333272934
andino,macho,816.46,30,18,rojizo,gordo,52,Ser. No.: 6543BF2-X - Date: 2024-02-26 13:09:46.454 - Status: OK,1,2024-02-26T18:09:46Z,FALSE,0.17455000082651775
peruano,macho,NA,25,NA,marrón,NA,39,Ser. No.: 6543BF2-X - Date: 2024-02-26 13:10:12.367 - Status: OK,1,2024-02-26T18:10:12Z,FALSE,0.4318833351135254
peruano,hembra,741.36,29,17,marrón,sano,15,Ser. No.: 6543BF2-X - Date: 2024-02-26 13:15:59.039 - Status: OK,1,2024-02-26T18:15:59Z,FALSE,5.777866665522257
peruano,macho,NA,27,20,blanco,NA,18,Ser. No.: 6543BF2-X - Date: 2024-02-26 13:19:34.985 - Status: OK,1,2024-02-26T18:19:34Z,FALSE,3.5990999976793927
peruano,macho,NA,29,NA,pintado,NA,20,Ser. No.: 6543BF2-X - Date: 2024-02-26 13:21:43.119 - Status: OK,1,2024-02-26T18:21:43Z,FALSE,2.1355666677157084
peruano,hembra,NA,NA,NA,pintado,NA,48,Ser. No.: 6543BF2-X - Date: 2024-02-26 13:27:41.229 - Status: OK,1,2024-02-26T18:27:41Z,FALSE,5.96850000222524
andino,hembra,815.08,24,16,negro,gordo,60,Ser. No.: 6543BF2-X - Date: 2024-02-26 13:39:17.628 - Status: OK,1,2024-02-26T18:39:17Z,FALSE,11.6066499988238
americano,macho,726.03,27,20,blanco,sano,37,Ser. No.: 6543BF2-X - Date: 2024-02-26 13:40:12.062 - Status: OK,1,2024-02-26T18:40:12Z,FALSE,0.9072333335876464
peruano,macho,789.68,NA,20,blanco,sano,52,Ser. No.: 6543BF2-X - Date: 2024-02-26 13:43:26.695 - Status: OK,1,2024-02-26T18:43:26Z,FALSE,3.2438833316167197
